episode,avg_reward
1000,-0.08600000000000002
2000,-0.1080000000000001
3000,-0.11883333333333322
4000,-0.1079999999999999
5000,-0.1030999999999999
6000,-0.10233333333333326
7000,-0.10821428571428551
8000,-0.10818749999999983
9000,-0.10772222222222218
10000,-0.1048500000000001
11000,-0.09972727272727257
12000,-0.09604166666666648
13000,-0.09646153846153827
14000,-0.09403571428571399
15000,-0.09303333333333283
16000,-0.0901562499999996
17000,-0.08802941176470555
18000,-0.0856944444444442
19000,-0.08499999999999969
20000,-0.08482499999999973
21000,-0.08264285714285698
22000,-0.08113636363636337
23000,-0.08132608695652159
24000,-0.07991666666666655
25000,-0.08097999999999998
26000,-0.0788653846153849
27000,-0.0782962962962967
28000,-0.08042857142857182
29000,-0.07996551724137972
30000,-0.07885000000000031
31000,-0.07880645161290355
32000,-0.07773437500000047
33000,-0.07731818181818226
34000,-0.07622058823529428
35000,-0.07628571428571462
36000,-0.07500000000000016
37000,-0.07439189189189202
38000,-0.07344736842105262
39000,-0.07333333333333346
40000,-0.0733250000000001
41000,-0.07226829268292692
42000,-0.07242857142857136
43000,-0.07343023255813938
44000,-0.07431818181818163
45000,-0.0734888888888889
46000,-0.07352173913043478
47000,-0.07265957446808523
48000,-0.07229166666666659
49000,-0.0732551020408163
50000,-0.07341000000000002
51000,-0.07324509803921588
52000,-0.07216346153846181
53000,-0.07210377358490606
54000,-0.07250000000000018
55000,-0.07136363636363637
56000,-0.07105357142857155
57000,-0.07169298245614038
58000,-0.07220689655172403
59000,-0.07250847457627102
60000,-0.07108333333333319
61000,-0.07091803278688522
62000,-0.07117741935483855
63000,-0.0712539682539681
64000,-0.07146874999999982
65000,-0.07169999999999978
66000,-0.07171212121212109
67000,-0.07116417910447753
68000,-0.07069852941176452
69000,-0.07115217391304333
70000,-0.06999285714285713
71000,-0.07008450704225351
72000,-0.07027777777777768
73000,-0.06996575342465731
74000,-0.07085810810810769
75000,-0.07006666666666624
76000,-0.06945394736842062
77000,-0.07003896103896058
78000,-0.06985256410256362
79000,-0.0701645569620249
80000,-0.07000624999999958
81000,-0.06970987654320926
82000,-0.06960365853658475
83000,-0.06966867469879458
84000,-0.06987499999999908
85000,-0.06941764705882272
86000,-0.0693895348837202
87000,-0.06904597701149354
88000,-0.06890340909090825
89000,-0.06902808988763977
90000,-0.06901111111111059
91000,-0.06899999999999963
92000,-0.06934782608695611
93000,-0.06940322580645118
94000,-0.06980851063829753
95000,-0.06970526315789444
96000,-0.06963541666666644
97000,-0.06982989690721648
98000,-0.06965306122448987
99000,-0.0698838383838386
100000,-0.06942500000000049
