episode,avg_reward
1000,-0.26176176176176164
2000,-0.22511255627813906
3000,-0.20456818939646512
4000,-0.20005001250312532
5000,-0.18003600720143995
6000,-0.17119519919986634
7000,-0.1748106872410336
8000,-0.17139642455306867
9000,-0.1699633292588059
10000,-0.16416641664166348
11000,-0.16178743522138328
12000,-0.160430035836319
13000,-0.16035848911454673
14000,-0.1583327380527175
15000,-0.15414360957397064
16000,-0.15347834239639885
17000,-0.15265603859050444
18000,-0.15436968720484406
19000,-0.15474498657824043
20000,-0.15408270413520664
21000,-0.15310252869184246
22000,-0.15484794763398316
23000,-0.15474585851558756
24000,-0.15531897162381728
25000,-0.15774630985239343
26000,-0.15646755644447793
27000,-0.15456128004740882
28000,-0.1557734204793022
29000,-0.15560881409703686
30000,-0.1556885229507642
31000,-0.15500500016129495
32000,-0.15377043032594756
33000,-0.1539440589108758
34000,-0.1537545221918286
35000,-0.15301865767593328
36000,-0.1521014472624234
37000,-0.15147706694775478
38000,-0.1513197715729353
39000,-0.1510166927357102
40000,-0.15187879696992335
41000,-0.1505768433376418
42000,-0.15186075858948983
43000,-0.15171283053094226
44000,-0.15133298484056443
45000,-0.15053667859285735
46000,-0.14923150503271793
47000,-0.14946062682184708
48000,-0.14995104064667977
49000,-0.14888058939978321
50000,-0.1480929618592363
51000,-0.14742445930312303
52000,-0.14735860305005824
53000,-0.14793675352365115
54000,-0.14765088242374882
55000,-0.14793905343733532
56000,-0.14722584331863084
57000,-0.1462218635414659
58000,-0.14482146243900842
59000,-0.14419735927727648
60000,-0.14403573392889935
61000,-0.14398596698306612
62000,-0.1434539266762375
63000,-0.14261337481547412
64000,-0.14268972952702444
65000,-0.1421868028738905
66000,-0.1416915407809212
67000,-0.14095732772130926
68000,-0.14128884248297768
69000,-0.14152379019985817
70000,-0.14048772125316092
71000,-0.14086113888927995
72000,-0.140286670648203
73000,-0.14081699749311602
74000,-0.14029243638427527
75000,-0.13971519620261563
76000,-0.13864656113896237
77000,-0.13850179872465893
78000,-0.13826459313580972
79000,-0.13790680894694846
80000,-0.13787047338091724
81000,-0.13803256830331231
82000,-0.13797729240600454
83000,-0.13797154182580484
84000,-0.13735282562887652
85000,-0.1364016047247615
86000,-0.13587367294968555
87000,-0.13492109104702407
88000,-0.1345526653711985
89000,-0.13415319273250373
90000,-0.13372926365848573
91000,-0.13350146704908933
92000,-0.13308296829313437
93000,-0.13329713222722916
94000,-0.13279928509877803
95000,-0.13259613259086972
96000,-0.1319753330763865
97000,-0.1314962009917626
98000,-0.1318839988163138
99000,-0.13161749108576792
100000,-0.13188631886318808
