episode,avg_reward
10,-0.33333333333333337
20,-0.42105263157894735
30,-0.2586206896551723
40,-0.3205128205128204
50,-0.2959183673469387
60,-0.3474576271186441
70,-0.3840579710144927
80,-0.38607594936708856
90,-0.36516853932584253
100,-0.37373737373737365
110,-0.39449541284403666
120,-0.3739495798319327
130,-0.32558139534883723
140,-0.34172661870503607
150,-0.35906040268456385
160,-0.36792452830188693
170,-0.3431952662721895
180,-0.3240223463687152
190,-0.306878306878307
200,-0.31155778894472375
210,-0.2870813397129187
220,-0.2648401826484019
230,-0.2707423580786027
240,-0.292887029288703
250,-0.317269076305221
260,-0.32046332046332054
270,-0.2936802973977696
280,-0.30465949820788535
290,-0.3010380622837371
300,-0.2959866220735786
310,-0.3025889967637541
320,-0.3119122257053292
330,-0.31762917933130713
340,-0.31710914454277295
350,-0.32234957020057314
360,-0.31337047353760455
370,-0.3048780487804879
380,-0.30738786279683383
390,-0.3149100257069409
400,-0.3245614035087719
410,-0.32151589242053774
420,-0.3233890214797133
430,-0.3321678321678319
440,-0.32460136674259654
450,-0.3351893095768372
460,-0.3366013071895423
470,-0.3443496801705755
480,-0.3455114822546971
490,-0.35071574642126774
500,-0.3436873747494989
510,-0.3526522593320235
520,-0.3535645472061656
530,-0.33837429111531175
540,-0.333951762523191
550,-0.33515482695810567
560,-0.33631484794275496
570,-0.34270650263620384
580,-0.34715025906735747
590,-0.34634974533106955
600,-0.347245409015025
610,-0.34482758620689646
620,-0.34571890145395795
630,-0.34976152623211443
640,-0.3513302034428796
650,-0.34745762711864414
660,-0.3421851289833082
670,-0.3475336322869957
680,-0.3365243004418264
690,-0.3338171262699567
700,-0.3290414878397713
710,-0.330747531734838
720,-0.3317107093184981
730,-0.3264746227709193
740,-0.316644113667118
750,-0.32042723631508707
760,-0.32674571805006614
770,-0.32379713914174274
780,-0.3209242618741979
790,-0.31558935361216744
800,-0.3110137672090113
810,-0.3090234857849198
820,-0.3125763125763127
830,-0.31604342581423417
840,-0.3164481525625747
850,-0.30918727915194366
860,-0.31024447031431907
870,-0.3101265822784812
880,-0.3111490329920366
890,-0.3076490438695165
900,-0.3003337041156843
910,-0.29812981298129837
920,-0.29434167573449416
930,-0.2933261571582349
940,-0.29126730564430264
950,-0.28925184404636484
960,-0.2877997914494267
970,-0.2863777089783283
980,-0.2844739530132791
990,-0.2866531850353895
1000,-0.28978978978979
