episode,avg_reward
10,-0.7777777777777778
20,-0.5263157894736841
30,-0.4137931034482757
40,-0.39743589743589736
50,-0.336734693877551
60,-0.28813559322033905
70,-0.23913043478260873
80,-0.2531645569620254
90,-0.25842696629213485
100,-0.23232323232323226
110,-0.2660550458715595
120,-0.29411764705882343
130,-0.30232558139534876
140,-0.30575539568345306
150,-0.29865771812080527
160,-0.2924528301886791
170,-0.3106508875739645
180,-0.31005586592178763
190,-0.2777777777777778
200,-0.2562814070351759
210,-0.2535885167464115
220,-0.2328767123287671
230,-0.22270742358078607
240,-0.22384937238493732
250,-0.2289156626506025
260,-0.23552123552123558
270,-0.22676579925650564
280,-0.22939068100358426
290,-0.21799307958477512
300,-0.23411371237458195
310,-0.2362459546925567
320,-0.23510971786833862
330,-0.23252279635258366
340,-0.2227138643067847
350,-0.22492836676217765
360,-0.2270194986072423
370,-0.23712737127371267
380,-0.23614775725593662
390,-0.22493573264781483
400,-0.23308270676691725
410,-0.22738386308068453
420,-0.23150357995226725
430,-0.23543123543123534
440,-0.23006833712984048
450,-0.2293986636971046
460,-0.21786492374727665
470,-0.23240938166311292
480,-0.2233820459290187
490,-0.21881390593047023
500,-0.22244488977955904
510,-0.22593320235756373
520,-0.21676300578034668
530,-0.21266540642722104
540,-0.20593692022263432
550,-0.2058287795992712
560,-0.2039355992844363
570,-0.19595782073813692
580,-0.19257340241796184
590,-0.19269949066213904
600,-0.19866444073455747
610,-0.2036124794745483
620,-0.19951534733441023
630,-0.19872813990461038
640,-0.19483568075117358
650,-0.19183359013867474
660,-0.19347496206373277
670,-0.19656203288490268
680,-0.20250368188512502
690,-0.19593613933236556
700,-0.18884120171673802
710,-0.1974612129760224
720,-0.20305980528511808
730,-0.20301783264746215
740,-0.19891745602165078
750,-0.20160213618157533
760,-0.20289855072463753
770,-0.19895968790637178
780,-0.1964056482670089
790,-0.19645120405576666
800,-0.19524405506883596
810,-0.19283065512978978
820,-0.1929181929181929
830,-0.18878166465621227
840,-0.18355184743742547
850,-0.1837455830388692
860,-0.18859138533178108
870,-0.18987341772151894
880,-0.19226393629124008
890,-0.19291338582677173
900,-0.18798665183537272
910,-0.19251925192519262
920,-0.18933623503808497
930,-0.18945102260495167
940,-0.1884984025559106
950,-0.18387776606954695
960,-0.18404588112617315
970,-0.18833849329205374
980,-0.18437180796731364
990,-0.18857431749241663
1000,-0.19069069069069075
