episode,avg_reward
10,-0.4
20,-0.24999999999999997
30,-0.1666666666666666
40,-0.07499999999999996
50,-0.09999999999999996
60,-0.11666666666666663
70,-0.09999999999999998
80,-0.13124999999999995
90,-0.1388888888888888
100,-0.14499999999999988
110,-0.11363636363636352
120,-0.15416666666666656
130,-0.17307692307692296
140,-0.1749999999999999
150,-0.16333333333333325
160,-0.14687499999999992
170,-0.1323529411764705
180,-0.1249999999999999
190,-0.113157894736842
200,-0.1024999999999999
210,-0.07380952380952371
220,-0.07045454545454535
230,-0.06304347826086946
240,-0.07708333333333323
250,-0.07599999999999991
260,-0.08653846153846143
270,-0.09814814814814804
280,-0.09107142857142847
290,-0.09827586206896544
300,-0.10166666666666659
310,-0.10483870967741929
320,-0.11874999999999995
330,-0.12727272727272723
340,-0.12058823529411765
350,-0.11285714285714286
360,-0.12083333333333332
370,-0.11486486486486486
380,-0.1276315789473684
390,-0.11666666666666665
400,-0.11374999999999998
410,-0.124390243902439
420,-0.12619047619047616
430,-0.1255813953488372
440,-0.13181818181818178
450,-0.13333333333333328
460,-0.13478260869565212
470,-0.12765957446808504
480,-0.12291666666666663
490,-0.12653061224489792
500,-0.12999999999999998
510,-0.13333333333333333
520,-0.1326923076923077
530,-0.13584905660377358
540,-0.14074074074074075
550,-0.14545454545454545
560,-0.15357142857142855
570,-0.156140350877193
580,-0.14827586206896554
590,-0.14915254237288136
600,-0.13916666666666663
610,-0.13852459016393437
620,-0.14758064516129027
630,-0.14841269841269836
640,-0.14531249999999996
650,-0.14307692307692302
660,-0.14242424242424234
670,-0.14925373134328346
680,-0.14926470588235283
690,-0.14855072463768104
700,-0.14785714285714277
710,-0.14577464788732383
720,-0.15069444444444433
730,-0.15273972602739713
740,-0.1547297297297296
750,-0.1553333333333332
760,-0.150657894736842
770,-0.1487012987012986
780,-0.14679487179487172
790,-0.15253164556962023
800,-0.15312499999999993
810,-0.15987654320987646
820,-0.16219512195121943
830,-0.15542168674698784
840,-0.16428571428571415
850,-0.16352941176470573
860,-0.16162790697674403
870,-0.157471264367816
880,-0.15795454545454535
890,-0.15955056179775268
900,-0.15777777777777768
910,-0.15934065934065922
920,-0.1608695652173912
930,-0.16129032258064507
940,-0.16542553191489354
950,-0.16052631578947354
960,-0.1630208333333332
970,-0.16546391752577302
980,-0.1668367346938774
990,-0.16717171717171703
1000,-0.16699999999999987
