episode,avg_reward
10,-0.7
20,-0.65
30,-0.5833333333333334
40,-0.45
50,-0.48000000000000004
60,-0.4333333333333334
70,-0.4000000000000001
80,-0.38750000000000007
90,-0.35000000000000003
100,-0.24500000000000005
110,-0.21363636363636365
120,-0.1916666666666667
130,-0.19230769230769235
140,-0.23571428571428574
150,-0.23333333333333334
160,-0.23125000000000004
170,-0.22352941176470592
180,-0.25000000000000006
190,-0.2105263157894737
200,-0.21500000000000002
210,-0.2190476190476191
220,-0.2068181818181819
230,-0.20434782608695662
240,-0.1937500000000001
250,-0.19600000000000004
260,-0.17307692307692307
270,-0.16666666666666666
280,-0.16428571428571428
290,-0.1724137931034483
300,-0.17666666666666667
310,-0.18709677419354842
320,-0.19375000000000003
330,-0.196969696969697
340,-0.19705882352941181
350,-0.1914285714285715
360,-0.188888888888889
370,-0.1837837837837839
380,-0.16578947368421068
390,-0.1756410256410258
400,-0.17375000000000013
410,-0.18414634146341474
420,-0.19166666666666674
430,-0.18255813953488378
440,-0.17272727272727284
450,-0.168888888888889
460,-0.17826086956521756
470,-0.18297872340425544
480,-0.17916666666666684
490,-0.18469387755102057
500,-0.19300000000000017
510,-0.19901960784313746
520,-0.2048076923076925
530,-0.20849056603773602
540,-0.2037037037037039
550,-0.20363636363636384
560,-0.2000000000000002
570,-0.1938596491228072
580,-0.20086206896551745
590,-0.19915254237288155
600,-0.19916666666666685
610,-0.19590163934426247
620,-0.1911290322580647
630,-0.19365079365079385
640,-0.1953125000000002
650,-0.1976923076923079
660,-0.19318181818181834
670,-0.1932835820895524
680,-0.18750000000000014
690,-0.17898550724637693
700,-0.17285714285714296
710,-0.16901408450704242
720,-0.1708333333333335
730,-0.16712328767123305
740,-0.164864864864865
750,-0.16800000000000015
760,-0.1657894736842107
770,-0.16233766233766247
780,-0.1570512820512822
790,-0.15759493670886088
800,-0.1606250000000001
810,-0.15864197530864207
820,-0.1603658536585367
830,-0.15542168674698809
840,-0.1547619047619049
850,-0.15352941176470603
860,-0.15639534883720946
870,-0.15172413793103465
880,-0.14545454545454561
890,-0.14494382022471924
900,-0.14500000000000016
910,-0.14780219780219794
920,-0.14619565217391314
930,-0.14892473118279578
940,-0.15106382978723415
950,-0.15368421052631587
960,-0.15156250000000004
970,-0.14587628865979388
980,-0.14744897959183678
990,-0.1454545454545455
1000,-0.14800000000000005
